0.000232878,0.000242448,0.000554807,0.00103692,0.00170628,0.00258665,0.00361843,0.00484541,0.00625733,0.00785125,0.00963261,0.0115958,0.0144721,0.0170167,0.0197694,0.02273,0.0328858,0.0371954,0.0417555,0.0465891
0.000236515,0.000126904,0.000171442,0.000374323,0.000734119,0.00123196,0.00332806,0.00476711,0.00647117,0.00843859,0.0106709,0.0131657,0.0143971,0.0171643,0.0201738,0.0234256,0.0269198,0.0258725,0.0292392,0.0328122
0.000231973,0.000213985,0.000323269,0.00055793,0.000917604,0.00140037,0.00199068,0.00279751,0.00336508,0.00439305,0.00556382,0.00687708,0.00833316,0.00993191,0.0116735,0.0137734,0.0155846,0.0177542,0.0200667,0.0225216
0.000296092,0.000360117,0.000613134,0.000737217,0.0012174,0.00183612,0.00258698,0.00293412,0.00458511,0.00105467,0.00132463,0.00162763,0.00196367,0.00233272,0.00273479,0.00316986,0.00363797,0.00366636,0.00416314,0.00469217
0.000128015,0.000100052,0.000133686,0.000227232,0.000396829,0.000662734,0.00101805,0.00144523,0.00195577,0.00254788,0.00322143,0.00397639,0.00481275,0.00823801,0.00968904,0.0112577,0.012944,0.0147479,0.0166694,0.0187084
0.000123263,0.000160215,0.000286804,0.00050018,0.000788846,0.00173621,0.00256026,0.00353474,0.00467639,0.00598239,0.00745238,0.00908623,0.0108839,0.0128452,0.0149703,0.0196608,0.0224676,0.0254628,0.0286466,0.0320189
0.000130571,0.000154219,0.000207841,0.000291073,0.000402894,0.00054064,0.000674721,0.00105551,0.00134911,0.00168162,0.00205288,0.00246287,0.00291158,0.003399,0.00392514,0.00449,0.00722911,0.00814755,0.00912141,0.0101507
7.32587e-05,0.000154757,0.000469013,0.00101459,0.00178729,0.00277623,0.00351903,0.00584823,0.00746364,0.00359401,0.00450091,0.005513,0.00663036,0.00785302,0.00918105,0.0106145,0.0121533,0.0137975,0.0155472,0.0174024
0.000741307,0.00150691,0.00271306,0.00435795,0.00643724,0.00894008,0.0118375,0.0145248,0.0202539,0.00896262,0.0108145,0.0128479,0.0150628,0.0174592,0.0200371,0.0227964,0.0257373,0.0288598,0.0321638,0.0356493
0.00047739,0.000816407,0.00146131,0.00240729,0.00364598,0.00165376,0.00230821,0.0030491,0.00392066,0.00491119,0.0060202,0.00724754,0.00859318,0.0100571,0.0116392,0.0133396,0.0151583,0.0170951,0.0191502,0.0213234
0.000242835,0.000303333,0.000452582,0.000689482,0.000454801,0.000686721,0.00098814,0.00134888,0.00177446,0.00226431,0.00281835,0.00343659,0.00411901,0.00486562,0.00567643,0.00655143,0.00749063,0.00849403,0.00956163,0.0181052
0.000427896,0.000859381,0.00148591,0.00230127,0.00138442,0.0018858,0.00249494,0.00317443,0.00394057,0.00479244,0.00572986,0.0067528,0.00786123,0.00905513,0.0103345,0.0116993,0.0131497,0.0146854,0.0163067,0.0180133
0.000239649,0.00040747,0.000655113,0.0009808,0.000709265,0.00101,0.00137511,0.00179335,0.00227034,0.00280562,0.00339912,0.00405083,0.00476076,0.00552889,0.00635523,0.00723978,0.00818255,0.00918354,0.0102427,0.0113602
0.000500903,0.00094567,0.00170087,0.00275476,0.00286112,0.00569555,0.0056013,0.00732775,0.00929632,0.0115059,0.0139563,0.0166475,0.0195794,0.022752,0.0261652,0.0298191,0.0337137,0.0378489,0.0422247,0.0468412
0.000756623,0.00121095,0.00193957,0.00293892,0.00422739,0.00461469,0.00342512,0.00446878,0.00565983,0.00699727,0.0084807,0.0101099,0.0118847,0.013805,0.0158707,0.0180818,0.020438,0.0229396,0.0255863,0.0283782
0.00227832,0.00256039,0.00340068,0.00479219,0.00671727,0.00377889,0.00481745,0.00651799,0.00814489,0.0099643,0.0119711,0.0141642,0.0165434,0.0147454,0.0169945,0.0194087,0.0219917,0.0247396,0.0276533,0.0307341
0.00126372,0.00105897,0.00143221,0.00131519,0.00249042,0.00411624,0.00490162,0.00886053,0.00948645,0.012343,0.015581,0.019198,0.0231951,0.0275727,0.0323304,0.0374558,0.0429818,0.0488749,0.056652,0.0634923
0.000735457,0.00098782,0.00429091,0.00574937,0.00984373,0.0146633,0.0194743,0.0269954,0.033848,0.0222636,0.0280657,0.0345575,0.041714,0.0495644,0.0580943,0.0673234,0.10647,0.12067,0.135762,0.151745
0.00074297,0.000483954,0.00151526,0.00383584,0.00743442,0.0122441,0.0170361,0.0144232,0.0192166,0.0247462,0.0309898,0.0379515,0.0456295,0.0540215,0.0454175,0.0524961,0.0600931,0.0682083,0.0808689,0.0900114
0.00283523,0.00700195,0.0148654,0.0264069,0.0258836,0.0368633,0.0496952,0.0654094,0.0820155,0.0678283,0.0817818,0.0970565,0.11928,0.138802,0.159831,0.182367,0.20641,0.23196,0.259018,0.287584
0.0008979,0.00148287,0.00502169,0.0115593,0.0210479,0.030764,0.0453087,0.0696244,0.0923063,0.117822,0.146473,0.178257,0.213174,0.224852,0.261596,0.301121,0.343428,0.388518,0.436389,0.487041
0.000484575,0.000920474,0.00237731,0.00397318,0.0048765,0.00708337,0.0120256,0.0158228,0.0201662,0.0250561,0.0304924,0.0364753,0.043005,0.0500813,0.0577044,0.0701959,0.0795189,0.0894292,0.0999269,0.10181
0.0002816,0.000559032,0.000917376,0.00175583,0.00261255,0.00424164,0.00680658,0.00942125,0.012477,0.0159741,0.0199125,0.0242925,0.0291141,0.0363685,0.0424534,0.0490134,0.0560485,0.0822847,0.0925224,0.103351
0.000132248,0.000276859,0.000576742,0.00110112,0.00213759,0.00319376,0.00407235,0.00541841,0.00696897,0.00872409,0.0106838,0.0130523,0.0155281,0.0182242,0.0211408,0.0285558,0.0324915,0.0366802,0.0411254,0.0427679
0.000124962,0.000285217,0.000571427,0.00104072,0.00109862,0.002431,0.00337463,0.00446433,0.00637139,0.00794489,0.00969572,0.0116239,0.0148073,0.017311,0.0200126,0.0229122,0.0260097,0.0293052,0.0327987,0.0364902
0.000229072,0.000271097,0.000434863,0.000706798,0.00112192,0.00165697,0.00256217,0.0034242,0.00531178,0.00665535,0.00816344,0.00983051,0.0116581,0.0136576,0.0157657,0.0180282,0.0204449,0.023016,0.0257414,0.0286211
0.00025564,0.000285474,0.000409674,0.000632737,0.00196407,0.00284907,0.00391852,0.00463695,0.00596849,0.00745885,0.0101642,0.0122303,0.014491,0.0169465,0.0195966,0.0235147,0.0267097,0.03011,0.0337155,0.0375262
0.00019205,0.000147866,0.000153929,0.000211416,0.000362464,0.000585783,0.000876095,0.00125174,0.00178218,0.00231816,0.00292742,0.00435591,0.00522598,0.0061765,0.00720746,0.00831885,0.00951064,0.00956147,0.0107421,0.0119917
0.000219257,0.000336995,0.000549403,0.000855997,0.000744873,0.00106159,0.00144785,0.00190652,0.00240995,0.00306107,0.00374144,0.00449486,0.006477,0.00761325,0.0123694,0.0142298,0.0162235,0.0183506,0.0238898,0.0266509
0.000115249,0.000197961,0.000409087,0.000749503,0.00121945,0.00181875,0.00254644,0.00339819,0.00431439,0.0055807,0.00587358,0.00713047,0.00907493,0.010012,0.0116393,0.0143274,0.0163462,0.0184991,0.0207861,0.0232071
0.00102918,0.000188727,0.000301508,0.000526542,0.00086457,0.00131459,0.00184216,0.00258715,0.00337899,0.00429105,0.00531957,0.00646396,0.00772409,0.0088002,0.0102676,0.01185,0.0135474,0.0153596,0.0172869,0.0193292
0.0012044,0.00179906,0.002931,0.0045975,0.00678704,0.00944753,0.0131006,0.0173622,0.0215303,0.0264273,0.0344277,0.043252,0.0529853,0.0635483,0.0748911,0.0699592,0.0800553,0.0907307,0.102016,0.113881
0.000474489,0.000384109,0.000682975,0.00136614,0.0024002,0.00461677,0.00822905,0.00416314,0.0053295,0.0066248,0.00803848,0.009564,0.0111918,0.0129111,0.0147116,0.0165853,0.018508,0.0204598,0.0229761,0.0256472
0.000558721,0.000383855,0.000931493,0.00180766,0.00301718,0.00453232,0.00666686,0.00884274,0.00903129,0.0112354,0.0136841,0.0163774,0.0193149,0.0224977,0.0259224,0.0295918,0.0335074,0.0376657,0.0420684,0.0467143
0.000229518,0.000350322,0.000629445,0.00106348,0.00163603,0.00229354,0.00215831,0.0027401,0.00342845,0.00423867,0.00518073,0.00625911,0.00747491,0.00882746,0.00632568,0.00722334,0.00819117,0.00922485,0.0103231,0.0114855
8.51418e-05,0.000117877,0.000332322,0.0007263,0.00128555,0.00235893,0.00342451,0.00437907,0.00680698,0.00847687,0.0103339,0.012378,0.0146089,0.0170267,0.0196312,0.0224224,0.0254002,0.0285648,0.0266174,0.029604
9.69282e-05,0.000154608,0.000316034,0.000579647,0.000935303,0.0014613,0.00210175,0.00277216,0.003968,0.00487467,0.00585677,0.00691635,0.00805622,0.00927903,0.0117725,0.0134457,0.0152363,0.0152482,0.0170828,0.0190221
6.58396e-05,0.000186101,0.000468416,0.000910411,0.00149622,0.00206202,0.00337137,0.00445569,0.00514943,0.00645101,0.00790262,0.00950414,0.0112557,0.0131569,0.015208,0.017409,0.0197598,0.0222603,0.0249105,0.0277106
0.000168865,0.000418214,0.000877578,0.00154582,0.00241785,0.00347357,0.00414789,0.00654898,0.00823832,0.0101787,0.00660874,0.00791563,0.00939824,0.0110573,0.0128923,0.0149019,0.0170848,0.017897,0.0199987,0.0261198
0.000521031,0.00099622,0.00191577,0.00275583,0.0043875,0.00640578,0.00847691,0.011795,0.0149911,0.0186031,0.0183601,0.0219983,0.02597,0.0302735,0.0349103,0.0398802,0.0451832,0.0508162,0.0567776,0.0630884
0.000160553,0.000225313,0.000444143,0.000538051,0.000918385,0.00142032,0.00203088,0.00282779,0.00368995,0.00468499,0.00580464,0.00704787,0.00907405,0.0106622,0.0123797,0.0142266,0.0162029,0.0183086,0.0205437,0.0229082
0.000345851,0.000377517,0.000702236,0.00131632,0.00221074,0.00224614,0.00333007,0.00473581,0.00624682,0.00802076,0.0100247,0.00917612,0.0110479,0.0130941,0.015315,0.0177104,0.0202803,0.0230247,0.0259437,0.0290372
0.000228168,0.00037556,0.000891261,0.00177039,0.00299961,0.00452962,0.00706161,0.00971886,0.0127015,0.0161122,0.019939,0.0241803,0.032646,0.0382521,0.0443047,0.0508037,0.0577482,0.0651392,0.0729761,0.0812592
0.00012497,0.000269826,0.000852402,0.00186879,0.00330885,0.00514095,0.00440474,0.00609482,0.00799066,0.0101692,0.0126143,0.0153247,0.0183003,0.0215408,0.0250463,0.0249841,0.028478,0.032201,0.036153,0.0403341
0.000222047,0.000387641,0.000730408,0.00124727,0.00193022,0.00220725,0.00311992,0.0041608,0.0053766,0.00675494,0.00829525,0.00999742,0.0118614,0.0138873,0.016075,0.0184245,0.0209359,0.0209607,0.023467,0.0261154
0.000963565,0.000906602,0.00120265,0.00184549,0.00281808,0.00185313,0.00262444,0.00355123,0.00466257,0.0059519,0.00741864,0.0090626,0.0108837,0.0128818,0.0150568,0.0126797,0.0144161,0.0162698,0.0182408,0.0203291
0.000374666,0.000288772,0.000555136,0.00116485,0.00208634,0.00489167,0.00729035,0.0100845,0.0133828,0.0171593,0.0214129,0.0261432,0.0313502,0.0370339,0.0431943,0.0580968,0.0663122,0.0750722,0.0843768,0.094226
0.000329085,0.000663555,0.00124336,0.00205991,0.00308705,0.00249133,0.00340922,0.00443967,0.00561538,0.00693422,0.00839584,0.0100002,0.0117472,0.0090441,0.0104097,0.0118726,0.0134329,0.0150907,0.0168459,0.0186984
0.00152764,0.00137426,0.00135522,0.00146739,0.0020723,0.00300751,0.004174,0.00560371,0.00728854,0.00922792,0.0114216,0.0138695,0.0165715,0.0252928,0.0292447,0.033489,0.0380255,0.0428543,0.047975,0.0533888
0.000853889,0.000570779,0.00182321,0.00458564,0.00876481,0.0131278,0.0193253,0.0264911,0.0348443,0.0443424,0.0549798,0.0667539,0.0796637,0.0710874,0.0824337,0.0946278,0.107667,0.121554,0.136287,0.151868
